"","title","chapter","article","text"
"59","3","4",59,"Article 59 1. If, after consulting the Consultative Committee, the High Authority finds that the Community is faced with a serious shortage of certain or all of the products subject to its jurisdiction, and that the means of action provided for in Article 57 do not enable it to cope with the situation, it shall bring this situation to the attention of the Council, and, unless the Council decides otherwise by unanimous vote, shall propose the necessary measures. If the High Authority fails to take any initiative, one of the member States may bring the matter before the Council, which by unanimous decision may recognize the existence of the situation mentioned above. 2. Acting by unanimous vote, on the basis of proposals by and in consultation with the High Authority, the Council shall establish consumption priorities and determine the allocation of the coal and steel resources of the Community among the industries subject to its jurisdiction, exports, and other consumption. On the basis of the consumption priorities thus determined, the High Authority shall, after consulting the enterprises concerned, establish manufacturing programs which the enterprises shall be required to execute. 3. If the Council fails to reach a unanimous decision on the measures referred to in Section 2, the High Authority will itself proceed to allocate the resources of the Community among the member States on the basis of consumption and exports and independently of the location of production. The allocation of the resources assigned by the High Authority shall be carried out within each of the member States under the responsibility of the government of that State, which shall consult with the High Authority concerning the portion of such resources to be assigned to export and to the operation of the coal and steel industries. If the quantities actually exported by a member State are less than the scheduled quantities which were included in the basis for total allocations to the State in question, the High Authority will to the extent necessary redistribute among the member States the additional availabilities for consumption thus created, whenever a new allocation is made. If a relative reduction in the quantities directed by a government to the coal and steel industries leads to a reduction in production of one of these products in the Community, the allocation of that product to the member State in question at the time of a new allocation shall be reduced to the same extent as the reduction in production for which it is responsible. 4. In all cases, the High Authority, acting on the basis of studies undertaken in consultation with the enterprises and their associations, shall be responsible for allocating equitably among enterprises the quantities earmarked for the industries under its jurisdiction. 5. In the situation described in Section 1 of the present article, the High Authority may, after consulting the Consultative Committee and with the concurrence of the Council, decide on the establishment in all member States of restrictions on exports to third countries in conformity with the provisions of Article 57; in the absence of any initiative on the part of the High Authority, the Council may take such a decision by unanimous vote upon the proposal of a government. 6. The High Authority may terminate the system set up in conformity with the present Article after consultation with the Consultative Committee and the Council. It may not override a unanimous vote of the Council opposing such termination. If the High Authority fails to take any initiative, the Council may, by unanimous vote, terminate the system of allocation. 7. The High Authority may impose upon enterprises which violate the decisions taken in application of the present article, fines not to exceed in amount twice the value of the manufactures or deliveries prescribed and not executed or diverted from their proper use."
"60","3","5",60,"Article 60 1. Pricing practices contrary to the provisions of Articles 2, 3 and 4 are prohibited, particularly: unfair competitive practices, in particular purely temporary or purely local price reductions whose purpose is to acquire a monopoly position within the common market; discriminatory practices involving the application by a seller within the single market of unequal conditions to comparable transactions, especially according to the nationality of the buyer. After consultation with the Consultative Committee and the Council, the High Authority may define the practices covered by this prohibition. 2. For the above purposes: (a) the prices scales and conditions of sales to be applied by enterprises within the single market shall be made public to the extent and in the form prescribed by the High Authority after consultation with the Consultative Committee; if the High Authority deems that an enterprise has chosen an abnormal base point for its price quotations, in particular one which makes it possible to evade the provisions of subparagraph (b) below, it will make the appropriate recommendations to that enterprise. (b) the prices charged by an enterprise within the common market, calculated on the base of the point chosen for the enterprise’s price scale must not as a result of the methods of quotation: be higher than the price indicated by the price scale in question for a comparable transaction; or be less than this price by a margin greater than: either the margin which would make it possible to align the offer in question on that price scale, set up on the basis of another point, which procures for the buyer the lowest price at the place of delivery; or a limit fixed by the High Authority for each category of products, after consultation with the Consultative Committee, taking into account the origin and destination of such products. These decisions shall be taken when they appear necessary to avoid disturbances in all or any part of the common market, or disequilibria which would result from a divergence between the methods of price quotation used for a product and for the materials which enter into its manufacture. These decisions shall not prevent enterprises from aligning their quotations on the prices offered by enterprises outside the Community, provided that such transactions are reported to the High Authority; the latter may, in case of abuse, limit or eliminate the right of the enterprises in question to benefit from this exception."
"61","3","5",61,"Article 61 On the basis of studies undertaken in cooperation with the enterprises and their associations in accordance with the provisions of the first paragraph of Article 46 and the third paragraph of Article 48, and after consultation with the Consultative Committee and the Council as to the advisability of these measures as well as concerning the price level which they determine, the High Authority may fix for one or more products subject to its jurisdiction: (a) maximum prices within the common market, if it deems that such a decision is necessary to attain the objectives defined in Article 3 and particularly in paragraph (c) thereof; (b) minimum prices within the common market, if it deems that a manifest crisis exists or .is imminent and that such a decision is necessary to attain the objectives defined in Article 3; (c) after consultation with the enterprises concerned or their associations, and according to methods adapted to the nature of the export markets, minimum or maximum export prices, if such action can be effectively supervised and appears necessary either because of dangers to the enterprises on account of the situation of the market or to pursue in international economic relations the objective defined in Article 3 paragraph (f), without prejudice, in the case of minimum prices, to the application of the measures provided for in the last paragraph of section 2 of Article 60. In fixing price limits the High Authority shall take into account the need to assure the ability to compete both of the coal and steel industries and of the consuming industries, in accordance with the principles defined in Article 3, paragraph (c). If the High Authority should fail to act under the circumstances described above, the government of one of the member States may refer the matter to the Council; the latter may, by unanimous decision, invite the High Authority to fix such maximum or minimum prices."
"62","3","5",62,"Article 62 If the High Authority should deem that such an action would be the most appropriate one in order to prevent the price of coal from being established at the level of the production costs of the most costly mine whose production is temporarily required to assure accomplishment of the missions defined in Article 3, the High Authority may, after consulting the Consultative Committee, authorize compensations: among enterprises of the same basin to which the same price scales are applicable; after consulting the Council, among enterprises situated in different basins. Such compensations may, in addition, be undertaken under the terms of Article 53."
"63","3","5",63,"Article 63 1. If the High Authority finds that discrimination is being systematically practised by buyers, particularly as concerns orders placed by government subsidiaries, it shall make the necessary recommendations to the governments concerned. 2. To the extent that it finds necessary, the High Authority may decide that: (a) enterprises shall establish their conditions of sale in such a way that their customers or their agents shall be obliged to conform to the rules established by the High Authority in application of the provisions of this Chapter; (b) enterprises shall be made responsible for infractions committed by their direct agents or by dealers acting on behalf such enterprises. In case of a violation committed by a buyer against the obligations so contracted, the High Authority may limit the right of the enterprises of the Community to deal with the said buyer, to a degree which may entail temporary deprivation of access to the market in case of repeated infractions. In this case, and without prejudice to the provisions of Article 33, the buyer may appeal to the Court. 3. In addition, the High Authority is empowered to address to the member States such recommendations as may be necessary to ensure that any enterprise or organization engaged in distribution of coal or steel shall respect the rules established in application of Section 1 of Article 60."
"64","3","5",64,"Article 64 The High Authority may impose upon enterprises which violate the provisions of the present Chapter or the decisions taken in application thereof, fines not to exceed twice the value of the irregular sales. In case of second offense, the above maximum may be doubled."
"65","3","6",65,"Article 65 1. There are hereby forbidden all agreements among enterprises, all decisions of associations of enterprises, and all concerted practices, which would tend, directly or indirectly, to prevent, restrict or impede the normal operation of competition within the common market, and in particular: (a) to fix or influence prices; (b) to restrict or control production, technical development or investments; (c) to allocate markets, products, customers or sources of supply. 2. However, the High Authority will authorize enterprises to agree among themselves to specialize in the production of, or to engage in joint buying or selling of specified products, if the High Authority finds: (a) that such specialization or such joint buying or selling will contribute to a substantial improvement in the production or marketing of the products in question; and (b) that the agreement in question is essential to achieve such effects, and does not impose any restriction not necessary for that purpose; and (c) that it is not susceptible of giving the interested enterprises the power to influence prices, or to control or limit production or marketing of an appreciable part of the products in question within the common market, or of protecting them from effective competition by other enterprises within the common market. If the High Authority should recognize that certain agreements are strictly analogous in their nature and effects to the agreements mentioned above, taking into account the application of the present section to distributing enterprises, it will authorize such agreements if it further recognizes that they satisfy the same conditions. An authorization may be made subject to specified conditions and may be limited in time. If so limited, the High Authority will renew it once or several times if it finds that at the time of renewal the conditions stated in paragraph (a) to (c) above are still fulfilled. The High Authority will revoke or modify the authorization if it finds that as a result of changes in circumstances the agreement no longer fulfills the conditions set forth above, or that the actual effects of the agreement or of the operations under it are contrary to the conditions required for its approval. The decisions granting, modifying, refusing or revoking an authorization shall be published along with their justification; the limitations contained in the second paragraph of Article 47 shall not be applicable to such publication. 3. The High Authority may obtain, in accordance with the provisions of Article 47, any information necessary to the application of the present article, either by a special request addressed to the interested parties or by a regulation defining the nature of the agreements, decisions or practices which must be communicated to it. 4. Any agreement or decision which is prohibited by virtue of Section 1 of the present article shall be automatically void and may not be invoked before any court or tribunal of the member States. The High Authority has exclusive competence, subject to appeals to the Court, to rule on the conformity of such agreements or decisions with the provisions of the present article. 5. The High Authority may pronounce against enterprises: which have concluded an agreement which is automatically void; which have complied with, enforced or attempted to enforce by arbitration, forfeiture, boycott or any other means, an agreement or decision which is automatically void or an agreement for which approval has been refused or revoked; which shall have obtained an authorization by means of knowingly false or misleading information; or which engage in practices contrary to the provisions of Section 1, fines and daily penalty payments not to exceed double the turnover actually realized on the products which have been the subject of the agreement, decision or practice contrary to the provisions of the present article; if the object of the agreement is to restrict production, technical development or investments, this maximum may be raised to 10 percent of the annual turnover of the enterprises in question, in the case of fines, and 20 percent of the daily turnover in the case of daily penalty payments."
"66","3","6",66,"Article 66 1. Except as provided in paragraph 3 below, any transaction which would have in itself the direct or indirect effect of bringing about a concentration, within the territories mentioned in the first paragraph of Article 79, involving enterprises at least one of which falls under the application of Article 80, shall be submitted to a prior authorization of the High Authority. This obligation shall be effective whether the operation in question is carried out by a person or an enterprise, or a group of persons or enterprises, whether it concerns a single product or different products, whether it is effected by merger, acquisition of shares or assets, loan, contract, or any other means of control. For the application of the above provisions, the High Authority will define by a regulation, established after consultation with the Council, what constitutes control of an enterprise. 2. The High Authority will grant the authorization referred to in the preceding paragraph if it finds that the transaction in question will not give to the interested persons or enterprises, as concerns those of the products in question which are subject to its jurisdiction, the power: to influence prices, to control or restrain production or marketing, or to impair the maintenance of effective competition in a substantial part of the market for such products; or to evade the rules of competition resulting from the application of the present Treaty, particularly by establishing an artificially privileged position involving a material advantage in access to supplies or markets. In this appreciation, and in accordance with the principle of non-discrimination set forth in sub-paragraph (b) of Article 4, the High Authority will take account of the size of enterprises of the same nature existing in the Community, to the extent it deems justified to avoid or correct the disadvantages resulting from an inequality in the conditions of competition. The High Authority may subject such an authorization to any conditions which it deems appropriate for the purposes of the present section. Before taking action on a transaction concerning enterprises of which at least one is not subject to the application of Article 80, the High Authority will request the observations of the interested government. 3. The High Authority will exempt from the requirement of prior authorization those classes of transactions which, by the size of the assets or enterprises which they affect taken together with the nature of the concentration they bring about, must in its opinion be held to conform to the conditions required by Section 2. The regulation established for this purpose with the concurrence of the Council will also fix the conditions to which such exemption is to be subject. 4. Without limiting the applicability of the provisions of Article 47 to enterprises subject to its jurisdiction, the High Authority may obtain from physical or juridical persons who have acquired or regrouped or might acquire or regroup the rights or assets in question, any information necessary to the application of the present article concerning operations which might produce the effect mentioned in Section 1; it may do this either by a regulation established after consultation with the Council which defines the nature of the operations which must be communicated to it, or by a special demand addressed to the interested parties within the framework of such regulation. 5. If a concentration should occur, which the High Authority finds has been effected contrary to the provisions of Section 1 but which it finds nevertheless satisfies the conditions provided in Section 2, it will subject the approval of this concentration to the payment, by the persons who have acquired or regrouped the rights or assets in question, of the fine provided in the second sub-paragraph of Section 6; such payment shall not be less than half of the maximum provided in the said sub-paragraph in any case where it is clear that the authorization should have been requested. In the absence of this payment, the High Authority will apply the measures provided hereafter for concentrations found to be illegal. If a concentration should occur which the High Authority recognizes cannot satisfy the general or special conditions to which an authorization under Section 2 would he subject, it will establish the illegal character of this concentration by a decision accompanied by a justification; after having allowed the interested parties to present their observations, the High Authority shall order the separation of the enterprises or assets wrongly concentrated or the cessation of common control, as well as any other action which it deems appropriate to re-establish the independent operation of the enterprises or assets in question and to restore normal conditions of competition. Any person directly interested may take an appeal against such decisions under the conditions provided in Article 33. Notwithstanding the provisions of that article, the Court shall be fully competent to judge whether the operation effected is a concentration within the meaning of Section 1 of the present article and of the regulations issued in application of that section. This appeal shall be suspensive. It may not be taken until the measures provided above have been ordered, unless the High Authority should agree to the taking of a separate appeal against the decision declaring the transaction illegal. The High Authority may at any time, subject to the possible application of the provisions of the third paragraph of Article 39, take or cause to be taken such measures as it may deem necessary to safeguard the interests of competing enterprises and of third parties, and to prevent any action which might impede the execution of its decisions. Unless the Court decides otherwise, appeals shall not suspend the application of such precautionary measures. The High Authority will grant to the interested parties a reasonable period in which to execute its decisions, at the expiration of which it may begin to impose daily penalty payments not to exceed one tenth of one percent of the value of the rights or assets in question. Furthermore, if the interested parties fail to fulfill their obligations, the High Authority shall itself take measures of execution and in particular may: suspend the exercise, in enterprises subject to its jurisdiction, of the rights attached to the assets illegally acquired; bring about the designation by judicial authorities of a receiver-administrator for these assets; organize the forced sale of such assets in conditions preserving the legitimate interests of their proprietors; annul, with respect to physical or juridical persons who have acquired the rights or assets in question by the effect of illegal transaction, the acts, decisions, resolutions, or deliberations of the directing organs of enterprises subject to a control which has been irregularly established. The High Authority is also empowered to address to the interested member States the recommendations necessary to obtain, within the framework of national legislation, the execution of the measures provided for in the preceding paragraphs. In the exercise of is powers, the High Authority shall take account of the rights of third persons which have been acquired in good faith. 6. The High Authority may impose fines not to exceed: 3 percent of the value of the assets acquired or regrouped or to be acquired or regrouped, against physical or juridical persons who shall have violated the obligations provided for in Section 4; 10 percent of the value of the assets acquired or regrouped, against physical or juridical persons which shall have violated the obligation provided for in Section 1; after the end of the twelfth month following the transaction, this maximum shall be raised by one-twenty-fourth per month which elapses until the High Authority establishes the existence of the violation; 10 percent of the value of the assets acquired or regrouped or to be acquired or regrouped, against physical or juridical persons which shall have obtained or attempted to obtain the benefit of the provisions of Section 2 by means of false or misleading information; 15 percent of the value of the assets acquired or regrouped, against enterprises subject to its jurisdiction which shall have participated in or lent themselves to the realization of transactions contrary to the provisions of the present article. Persons who are the object of sanctions provided for in the present paragraph may appeal before the Court under the conditions provided for in Article 36. 7. To the extent necessary, the High Authority is empowered to address to public or private enterprises which, in law or in fact, have or acquire on the market for one of the products subject to its jurisdiction a dominant position which protects them from effective competition in a substantial part of the common market, any recommendations required to prevent the use of such position for purposes contrary to those of the present Treaty. If such recommendations are not fulfilled satisfactorily within a reasonable period, the High Authority will, by decisions taken in consultation with the interested government and under the sanctions provided for in Articles 58, 59 and 64, fix the prices and conditions of sale to be applied by the enterprise in question, or establish manufacturing or delivery programs to be executed by it."
"67","3","7",67,"Article 67 1. Any action of a member State which might have noticeable repercussions on the conditions of competition in the coal and steel industries shall be brought to the attention of the High Authority by the interested government. 2. If such an action is liable to provoke a serious disequilibrium by increasing the differentials in costs of production otherwise than through variations in productivity, the High Authority, after consulting the Consultative Committee and the Council, may take the following measures: If the action of that State produces harmful effects for coal or steel enterprises coming under the jurisdiction of the State in question, the High Authority may authorize that State to grant to such enterprises assistance, the amount, conditions and duration of which shall be determined in agreement with the High Authority. The same provisions shall be applicable in case of a variation in wages and in working conditions which would have the same effects, even if such variation is not the result of a governmental act. If the action of that State produces harmful effects for coal or steel enterprises subject to the jurisdiction of other member States, the High Authority may address a recommendation to the State in question with a view to remedying such effects by such measures as that State may deem most compatible with its own economic equilibrium. 3. If the action of the State in question reduces differentials in costs of production by granting a special advantage to, or by imposing special burdens on, coal or steel enterprises coming under its jurisdiction in comparison with the other industries in the same country, the High Authority is empowered to address the necessary recommendations to the State in question, after consulting the Consultative Committee and the Council."
"68","3","8",68,"Article 68 1. The methods of fixing wages and social benefits in force in the various member States shall not be affected, as regards the coal and steel industries, by the application of the present Treaty, subject to the following provisions. 2. If the High Authority notes that abnormally low prices practised by one or several enterprises are the result of wages fixed by these enterprises at an abnormally low level in comparison with the actual wage level in the same region, it shall make the necessary recommendations to the interested enterprises after consulting the Consultative Committee. If the abnormally low wages are the result of governmental decisions, the High Authority shall enter into consultation with the interested government; in the absence of agreement and after consulting the Consultative Committee, it may issue a recommendation to the government concerned. 3. If the High Authority finds that a lowering of wages is leading to a drop in the standard of living of the labor force and at the same time is being used as a means of permanent economic adjustment by enterprises or as a weapon of competition among enterprises, it shall address to the enterprise or government concerned, after consulting the Consultative Committee, a recommendation intended to assure the labor force of compensatory benefits to be paid for by the enterprise in question. This provision shall not apply to: (a) overall measures taken by a member State to re-establish its external equilibrium, without prejudice in this latter case to the possible application of the provisions of Article 67; (b) wage decreases resulting from the application of the sliding scale legally or contractually established; (c) wage decreases brought about by a decrease in the cost of living; (d) wage decreases to correct abnormal increases previously granted under exceptional circumstances no longer in existence. 4. With the exception of the cases provided for in paragraphs (a) and (b) of the above section, any wage decrease affecting the whole labor force of an enterprise or a sizeable fraction thereof shall be reported to the High Authority. 5. The recommendations provided for in the above sections may be made by the High Authority only after consultation with the Council; such consultation shall not be necessary, however, in the case of recommendations addressed to enterprises smaller than a minimum size to be defined by the High Authority in agreement with the Council. If, in one of the member States, a modification of the provisions relative to the financing of social security or of the measures for combatting unemployment and the effects thereof, or a variation in wages, produces the effects referred to in Article 67, Sections 2 and 3, the High Authority shall be empowered to apply the provisions of Article 67. 6. If an enterprise should fail to conform to a recommendation made to it by virtue of the present article, the High Authority may impose on it fines and daily penalty payments not to exceed twice the amount of the savings in labor costs unjustifiably effected."
"69","3","8",69,"Article 69 1. The member States bind themselves to renounce any restriction based on nationality against the employment in the coal and steel industries of workers of proven qualifications for such industries who possess the nationality of one of the member States; this commitment shall be subject to the limitations imposed by the fundamental needs of health and public order. 2. In order to apply these provisions, the member States will work out a common definition of specialities and conditions of qualification, and will determine by common agreement the limitations provided for in the preceding paragraph. They will also work out technical procedures to make it possible to bring together offers of and demands for employment in the Community as a whole. 3. In addition, for the categories of workers not falling within the provisions of the preceding paragraph and where an expansion of production in the coal and steel industries might be hampered by a shortage of qualified labor, they will adapt their immigration regulations to the extent necessary to eliminate that situation; in particular, they will facilitate the reemployment of workers from the coal and steel industries of other member States. 4. They will prohibit any discrimination in remuneration and working conditions between national workers and immigrant workers, without prejudice to special measures concerning frontier workers; in particular, they will work out among themselves any arrangements necessary so that social security measures do not stand in the way of the movement of labor. 5. The High Authority shall guide and facilitate the application by the member States of the measures taken by virtue of the present article. 6. The present article shall not interfere with the international obligations of the member States."
"70","3","9",70,"Article 70 It is recognized that the establishment of the common market requires the application of such transport rates for coal and steel as will make possible comparable price conditions to consumers in comparable positions. For traffic among the member States, discriminations in transport rates and conditions of any kind, based on the country of origin or of destination of the products in question, are particularly forbidden. The suppression of these discriminations involves in particular the obligation to apply to the transport of coal and steel, originating in or destined for another country of the Community, the rate scales, prices and tariff provisions of all types applicable to internal transport of the same merchandise over the same route. The rate scales, prices, and tariff provisions of all sorts applied to the transport of coal and steel within each member State and among the member States shall be published or brought to the knowledge of the High Authority. The application of special internal tariff measures in the interest of one or several coal- or steel-producing enterprises is subject to the prior agreement of the High Authority, which will assure itself that such measures conform to the principles of the present Treaty; it may give a temporary or conditional agreement. Subject to the provisions of the present article, as well as to the other provisions of the present Treaty, commercial policy for transport, particularly the establishment and modification of rates and conditions of transport of any type as well as the arrangement of transport costs required to assure the financial equilibrium of the transport enterprises themselves, remains subject to the legislative or regulatory provisions of each of the member States; the same is true for the measures of coordination or competition among different means or transport or among different routes."
"71","3","10",71,"Article 71 Unless otherwise stipulated in the present Treaty, the competence of the governments of the member States with respect to commercial policy shall not be affected by application of the present Treaty. The powers granted to the Community by the present Treaty concerning commercial policy towards third countries shall not exceed the powers which the member States are free to exercise under the international agreements to which they are parties, subject to the application of the provisions of Article 75. The governments of the member States will lend each other the necessary assistance in the application of measures recognized by the High Authority as in conformity with the present Treaty and with international agreements in effect. The High Authority may propose to the member States concerned the methods by which this mutual assistance shall be undertaken."
"72","3","10",72,"Article 72 Minimum rates, below which the member States are bound not to lower their customs duties on coal and steel with regard to third countries, and maximum rates, above which they are bound not to raise such duties, may be fixed by unanimous decision of the Council upon the proposal of the High Authority, which may act on its own initiative or at the request of a member State. Between the limits fixed by the said decision, each government will set its tariffs according to its national procedure. The High Authority may, on its own initiative or at the request of one of the member States, issue an opinion suggesting the modification of the tariffs of such participating country."
"73","3","10",73,"Article 73 The administration of import and export licensing in relations with third countries shall be the responsibility of the government on the territory of which is located the point of origin for exports or the point of destination for imports. The High Authority is empowered to supervise the administration and control of such licensing where coal and steel are concerned. After consulting the Council, it will address recommendations to the member States wherever necessary in order either to prevent the measures adopted from having a more restrictive character than is required by the situation justifying their establishment or maintenance, or to insure coordination of measures taken in compliance with the third paragraph of Article 71 and Article 74."
"74","3","10",74,"Article 74 In the cases enumerated below, the High Authority is empowered to take all measures in conformity with the present Treaty, in particular with the objectives defined in Article 3, and to make any recommendations to the governments which do not violate the provisions of the second paragraph of Article 71: (1) if it is established that countries not members of the Community, or enterprises situated in such countries, are engaging in dumping operations or other practices condemned by the Havana Charter; (2) if a difference between the offers made by enterprises outside the jurisdiction of the Community and those made by enterprises within its jurisdiction is due exclusively to the fact that those of the former are based on competitive conditions contrary to the provisions of the present Treaty; (3) if one of the products enumerated in Article 81 of the present Treaty is imported into the territory of one or several of the member States of the Community in relatively increased quantities and under such conditions that these imports inflict or threaten to inflict serious damage on production, within the common market, of similar or directly competitive products. However, recommendations for the establishment of quantitive restrictions may be issued: in the case cited in paragraph (2) above, only with the concurrence of the Council; and in the case cited in paragraph (3) above, only under the conditions set forth in Article 58."
"75","3","10",75,"Article 75 The member States bind themselves to keep the High Authority informed of proposed commercial agreements or arrangements to the extent that such agreements relate to coal, steel or the importation of other raw materials and of specialized equipment necessary to the production of coal and steel in the member States. If a proposed agreement or arrangement should contain clauses interfering with the application of the present Treaty, the High Authority will address the necessary recommendations to the interested State within a period of ten days from the receipt of the communication made to it; it may in any other case issue opinions."
"76","4",NA,76,"Article 76 Under the conditions set forth in an annexed Protocol, the Community shall enjoy on the territory of the member States the privileges and immunities necessary to the exercise of its functions."
"77","4",NA,77,"Article 77 The seat of the institutions of the Community shall be fixed by common agreement of the governments of the member States."
"78","4",NA,78,"Article 78 1. The fiscal year of the Community shall extend from July 1 to June 30. 2. The administrative expenditures of the Community include the expenditures of the High Authority, including those pertaining to the functioning of the Consultative Committee, and those of the Court, of the Secretariat of the Assembly and of the Secretariat of the Council. 3. Each one of the institutions of the Community shall draw up an estimate of its administrative expenditures, broken down into articles and chapters. However, the number of employees and the scales of salaries, allowances and pensions, to the extent that they are not fixed by virtue of another provision of the Treaty or an implementing regulation, as well as extraordinary expenditures, shall be determined in advance by a Commission composed of the President of the Court, the President of the High Authority, the President of the Assembly and the President of the Council. The President of the Court shall preside over this Commission. The Commission of Presidents provided for in the preceding paragraph shall group the estimates of expenditures in a general estimate which will include a special section for the expenditures of each institution. The adoption of this general estimate shall have the effect of authorizing and obligating the High Authority to collect the corresponding receipts in accordance with the provisions of Article 49. The High Authority shall place the funds estimated as required for the functioning of each of the institutions at the disposal of the President of that institution, who may proceed or give instructions to proceed with the commitment or the settlement of expenditures. The Commission of Presidents may authorize transfers within chapters and from one chapter to another. 4. The general estimate shall be included in the annual report presented by the High Authority to the Assembly under the provisions of Article 17. 5. If the operations of the High Authority or of the Court make it necessary, the respective President may present to the Commission of Presidents a supplementary estimate, subject to the same rules as the general estimate. 6. The Council shall appoint an Auditor to serve for three years. His term may be renewed. He shall exercise his functions in complete independence. The Auditor may not hold any other post in any institution or agency of the Community. The Auditor shall make an annual report on the regularity of the accounting operations and of the financial management of the various institutions. He shall make this report within six months following the end of the fiscal year to which the accounts pertain, and shall communicate it to the Commission of Presidents. The High Authority shall transmit this report to the Assembly at the same time as the report provided for in Article 17 of the Treaty."
"79","4",NA,79,"Article 79 The present Treaty is applicable to the European territories of the member States. It is also applicable to those European territories whose foreign relations are assumed by a member State; an exchange of letters between the government of the German Federal Republic and the government of the French Republic concerning the Saar is annexed to the present Treaty. Each High Contracting Party binds itself to extend to the other member States the preferential measures which it enjoys with respect to coal and steel in the non-European territories subject to its jurisdiction."
"80","4",NA,80,"Article 80 The term enterprise, as used in the present Treaty, refers to any enterprise engaged in production in the field of coal and steel within the territories mentioned in the first paragraph of Article 79; and in addition, as concerns Articles 65 and 66 as well as information required for their application and appeals based upon them, to any enterprise or organization regularly engaged in distribution other than sale to domestic consumers or to artisan industries."
"81","4",NA,81,"Article 81 The terms ""coal"" and ""steel"" are defined in Annex I to the present Treaty. Additions may be made to the lists set forth in this annex by unanimous decision of the Council."
"82","4",NA,82,"Article 82 The turnover which shall serve as basis for the calculation of the fines and daily penalty payments applicable to enterprises by virtue of the present Treaty shall be the turnover on the products subject to the jurisdiction of the High Authority."
"83","4",NA,83,"Article 83 The establishment of the Community does not in any way prejudice the regime of ownership of the enterprises subject to the provisions of the present Treaty."
"84","4",NA,84,"Article 84 In the provisions of the present Treaty, the words « present Treaty » shall be understood as referring to the clauses of the said Treaty and its annexes, of the annexed Protocols, and of the Convention containing the Transitional Provisions."
"85","4",NA,85,"Article 85 The initial and transitional measures agreed upon by the High Contracting Parties with a view to permitting the application of the provisions of the present Treaty are set forth in an annexed Convention."
"86","4",NA,86,"Article 86 The member States bind themselves to take all general and specific measures which will assure the execution of their obligations under the decisions and recommendations of the institutions of the Community, and facilitate the accomplishment of the Community’s purposes. The member States bind themselves to refrain from any measures which are incompatible with the existence of the common market referred to in Articles 1 and 4. To the extent of their competence, the member States will take all appropriate measures to assure the international payments arising out of trade in coal and steel within the common market; they will lend assistance to each other to facilitate such payments. Officials of the High Authority charged with verifying information shall enjoy on the territories of the member States, to the extent necessary for the accomplishment of their mission, such rights and powers as are granted by the laws of such States to officials of its own tax services. The missions and the status of the officials charged with them shall be duly communicated to the State in question. Officials of such State may, at the request of such State or of the High Authority, assist those of the High Authority in carrying out their mission."
"87","4",NA,87,"Article 87 The High Contracting Parties agree not to avail themselves of any treaties, conventions or agreements existing among them to submit any difference arising out of the interpretation or application of the present Treaty to a method of settlement other than those provided for herein."
"88","4",NA,88,"Article 88 If the High Authority deems that a State is delinquent with respect to one of the obligations incumbent upon it by virtue of the present Treaty, it will, after permitting the State in question to present its views, take note of the delinquency in a decision accompanied by a justification. It will allow the State in question a period of time within which to provide for the execution of its obligation. Such State may appeal to the Court’s plenary jurisdiction within a period of two months from the notification of the decision. If the State has not taken steps for the fulfillment of its obligation within the period fixed by the High Authority, or if its appeal has been rejected, the High Authority may, with the concurrence of the Council acting by a 2/3 majority: (a) suspend the payment of sums which the High Authority may owe to the State in question under the present Treaty; (b) adopt measures or authorize the other member States to adopt measures involving an exception to the provisions of Article 4, so as to correct the effects of the delinquency in question. An appeal to the Court’s plenary jurisdiction may be brought against the decisions taken in application of paragraphs (a) and (b) within two months following their notification. If these measures should prove inoperative, the High Authority will lay the matter before the Council."
"89","4",NA,89,"Article 89 Any dispute among member States concerning the application of the present Treaty, which cannot be settled by another procedure provided for in the present Treaty, may be submitted to the Court at the request of one of the States parties to the dispute. The Court shall also have jurisdiction to settle any dispute among member States related to the purpose of the present Treaty, if such dispute is submitted to it by virtue an agreement to arbitrate."
"90","4",NA,90,"Article 90 If an act committed by an enterprise in violation of the present Treaty also constitutes a violation of an obligation under the legislation of the State to which the enterprise in question is subject, and if legal or administrative action is instituted against the enterprise in question under such legislation, the State in question shall so inform the High Authority, which may suspend action in the premises. If the High Authority suspends action, it shall be kept informed of the status of the proceedings and permitted to produce any pertinent documents, expert advice and evidence. It shall also be informed of the final decision taken in the case, and shall take account of this decision in determining any sanctions which it may be led to pronounce."
"91","4",NA,91,"Article 91 If an enterprise does not make within the prescribed time-limit a payment for which it is liable to the High Authority either by virtue of a provision of the present Treaty or the agreements in application thereof or by virtue of a fine or a daily penalty payment imposed by the High Authority, the latter may suspend settlement of sums due by the High Authority to the said enterprise up to the amount of the payment in question."
"92","4",NA,92,"Article 92 The decisions of the High Authority imposing financial obligations on enterprises are executory. They shall be enforced on the territory of member States through the legal procedures in effect in each of these States, after the writ of execution in use in the State on the territory of which the decision is to be carried out has been placed upon them; this shall be done with no other formality than the certification of the authenticity of such decisions. The execution of these formalities shall be the responsibility of a Minister which each of the governments shall designate for this purpose. Enforcement of such decisions can be suspended only by a decision of the Court."
"93","4",NA,93,"Article 93 The High Authority will maintain whatever relationships appear useful with the United Nations and the Organization for European Economic Cooperation, and will keep these organizations regularly informed of the activity of the Community."
"94","4",NA,94,"Article 94 The relations of the institutions of the Community with the Council of Europe will be assured under the terms of an annexed Protocol."
